Time (s),valve_states (),pressure[0] (psi),pressure[1] (psi),pressure[2] (psi),pressure[3] (psi),pressure[4] (psi),pressure[5] (psi),pressure[6] (psi),pressure[7] (psi),pressure[8] (psi),pressure[9] (psi),pressure[10] (psi),pressure[11] (psi),pressure[12] (psi),pressure[13] (psi),pressure[14] (psi),pressure[15] (psi),samplerate (Hz),motor_setpoint[0] (degrees),motor_setpoint[1] (degrees),main_cycle_time (microseconds),motor_cycle_time (microseconds),adc_cycle_time (microseconds),telemetry_cycle_time (microseconds),ebatt (Volts),ibus (Amps),telemetry_rate (Hz),motor_control_gain[0] (),motor_control_gain[1] (),motor_control_gain[2] (),motor_position[0] (),motor_position[1] (),motor_pwm[0] (),motor_pwm[1] (),count1 (),count2 (),count3 (),STATE (),load[0] (lbs),load[1] (lbs),load[2] (lbs),load[3] (lbs),thrust_load (lbs),thermocouple[0] (degC),thermocouple[1] (degC),thermocouple[2] (degC),thermocouple[3] (degC),ivlv[0] (Amps),ivlv[1] (Amps),ivlv[2] (Amps),ivlv[3] (Amps),ivlv[4] (Amps),ivlv[5] (Amps),ivlv[6] (Amps),ivlv[7] (Amps),ivlv[15] (Amps),evlv[0] (Volts),evlv[1] (Volts),evlv[2] (Volts),evlv[3] (Volts),evlv[4] (Volts),evlv[5] (Volts),evlv[6] (Volts),evlv[7] (Volts),evlv[8] (Volts),evlv[9] (Volts),evlv[10] (Volts),evlv[11] (Volts),evlv[12] (Volts),evlv[13] (Volts),evlv[14] (Volts),evlv[15] (Volts),LOG_TO_AUTO (),auto_states ()
161.4635409,128,0,-1,-1,1,75,174,-198,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,2,9946,9912,9912,12.431,3.48,100,2000,30,0,0.847,-4.71,-16694,5425,-4,494,-4288,5,8,-15.5,-6.5,20,6,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.21,0.09,0.03,0.04,0.01,0,0,0.03,0.06,0.06,12.09,0.18,6.17,6.13,6.13,6.11,6.14,6.95,5.1,-1,1
161.4700228,128,0,-1,-2,4,74,175,-198,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9947,9912,9910,12.353,2.34,100,2000,30,0,-2.183,-7.831,-10568,-1052,-7,487,-3121,5,10,-18,-7,18.5,3.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.19,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.16,0.18,6.19,6.14,6.15,6.13,6.16,6.97,5.11,-1,1
161.4797713,128,0,0,-2,1,75,175,-199,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9946,9913,9913,12.408,3.4,100,2000,30,0,-3.619,-8.758,-7586,-3169,-8,478,-926,5,8,-18,-8,17,-1,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.17,0.18,6.18,6.14,6.15,6.13,6.17,6.97,5.11,-1,1
161.4957581,128,0,-1,-3,2,74,174,-199,-199,596,890,175,878,-310,-310,-310,-310,100,0,0,4,9947,9912,9912,12.408,3.48,100,2000,30,0,-4.294,-8.927,-6107,-3774,-8,469,-168,5,8.5,-19,-8,19,0.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.19,0.17,6.19,6.15,6.15,6.13,6.17,6.97,5.1,-1,1
161.4984934,128,0,-3,-3,2,74,175,-199,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9946,9910,9913,12.428,2.97,100,2000,30,0,-4.744,-8.982,-5065,-4154,-8,460,-55,5,9.5,-18,-7.5,20.5,4.5,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.06,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.19,0.18,6.19,6.15,6.16,6.14,6.18,6.98,5.12,-1,1
161.5115597,128,0,-2,-3,3,75,174,-199,-199,596,890,175,878,-310,-310,-310,-310,100,0,0,4,9948,9914,9911,12.458,1.92,100,2000,30,0,-4.265,-8.7,-5894,-3850,-8,451,282,5,7.5,-16,-10.5,20.5,1.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0.01,0,0.03,0.07,0.05,12.19,0.18,6.2,6.16,6.17,6.14,6.18,6.98,5.13,-1,1
161.5276659,128,0,-1,-2,1,75,175,-199,-199,596,890,175,878,-310,-310,-310,-310,100,0,0,4,9946,9911,9912,12.458,0.88,100,2000,30,0,-4.518,-8.7,-5253,-4111,-8,442,0,5,9,-17,-8.5,22,5.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.19,0.09,0.03,0,0.01,0,0,0.02,0.06,0.05,12.19,0.18,6.21,6.17,6.17,6.15,6.19,6.99,5.15,-1,1
161.5319074,128,0,-1,-3,2,75,175,-199,-199,594,890,175,878,-310,-310,-310,-310,100,0,0,4,9948,9911,9912,12.392,0,100,2000,30,0,-4.353,-8.368,-5454,-3698,-8,434,332,5,9,-18,-8.5,21,3.5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.21,6.17,6.17,6.15,6.19,6.99,5.2,-1,1
161.5442598,128,0,0,-2,1,75,176,-198,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9946,9914,9911,12.402,0,100,2000,30,0,-4.465,-9.268,-5095,-5778,-9,425,-900,5,9,-18,-9,19.5,1.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.19,0.19,6.21,6.17,6.17,6.15,6.19,6.99,5.2,-1,1
161.5604847,128,0,0,-2,1,75,174,-199,-199,595,891,175,878,-310,-310,-310,-310,100,0,0,4,9947,9912,9912,12.438,0,100,2000,30,0,-5.027,-9.21,-3821,-5936,-9,416,58,5,11,-18.5,-7.5,20,5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.17,0.19,6.21,6.17,6.17,6.15,6.19,6.99,5.14,-1,1
161.5651511,128,0,0,-2,6,78,175,-199,-199,595,889,175,877,-310,-310,-310,-310,100,0,0,4,9947,9911,9913,12.395,0,100,2000,30,0,-5.141,-9.607,-3438,-7018,-9,406,-396,5,10,-16,-10,20,4,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.17,0.19,6.21,6.17,6.17,6.13,6.17,6.97,5.11,-1,1
161.5757393,128,0,0,-1,1,75,174,-199,-199,596,889,175,877,-310,-310,-310,-310,100,0,0,4,9947,9911,9912,12.369,3.76,100,2000,30,0,-5.198,-9.636,-3167,-7367,-9,396,-29,5,9,-20,-8.5,21.5,2,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.18,0.18,6.19,6.15,6.15,6.14,6.17,6.97,5.13,-1,1
161.5921988,128,0,-1,-2,5,75,176,-199,-199,596,890,175,878,-310,-310,-310,-310,100,0,0,4,9946,9912,9912,12.369,3.62,100,2000,30,0,-5.198,-9.552,-3011,-7484,-9,387,84,5,10.5,-18,-8,22,6.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.18,0.09,0.03,0.03,0.01,0,0,0.03,0.06,0.05,12.19,0.18,6.19,6.15,6.16,6.14,6.17,6.98,5.15,-1,1
161.6059631,128,0,-1,-1,0,75,175,-199,-199,595,889,175,878,-310,-310,-310,-310,100,0,0,5,9946,9914,9911,12.372,2.38,100,2000,30,0,-5.256,-9.666,-2739,-8003,-9,377,-114,5,20,-19,-10,23.5,14.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.4,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.2,6.16,6.16,6.14,6.18,6.98,5.13,-1,1
161.6085841,128,0,0,-4,0,76,175,-199,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9947,9910,9913,12.366,1.78,100,2000,30,0,-5.256,-9.581,-2581,-8121,-9,368,84,5,9.5,-18.5,-10.5,22.5,3,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.2,6.16,6.17,6.15,6.18,6.99,5.13,-1,1
161.6239292,128,0,0,-2,2,75,175,-199,-199,595,889,175,877,-310,-310,-310,-310,100,0,0,2,9946,9912,9912,12.356,1.15,100,2000,30,0,-5.398,-9.611,-2135,-8468,-9,358,-29,5,10,-19,-9.5,23.5,5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.03,0.01,0.01,0,0.03,0.07,0.05,12.2,0.18,6.21,6.16,6.17,6.15,6.19,6.99,5.15,-1,1
161.6391155,128,0,-1,-2,2,76,176,-199,-199,595,890,176,878,-310,-310,-310,-310,100,0,0,4,9946,9912,9910,12.297,0.22,100,2000,30,0,-5.316,-9.531,-2139,-8594,-9,348,80,5,11,-20.5,-9.5,21.5,2.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.18,0.09,0.03,0.03,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.15,-1,1
161.6417527,128,0,-1,-2,3,75,176,-199,-199,595,890,175,878,-310,-310,-310,-310,100,0,0,4,9947,9913,9913,12.248,0,100,2000,30,0,-5.547,-9.734,-1512,-9294,-9,339,-203,5,10,-19,-10.5,22,2.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,5.16,-1,1
161.65513,128,0,-1,-2,0,73,175,-199,-199,594,890,175,877,-310,-310,-310,-310,100,0,0,4,9948,9909,9912,12.241,0,100,2000,30,0,-6.311,-13.727,206,-17691,-13,325,-3992,5,10.5,-22,-9.5,22,1,1023,2047,2047,2047,0.02,0.03,0.03,0.04,0.06,0.06,0.16,0.09,0.03,0.03,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.17,6.18,6.15,6.19,6.99,5.17,-1,1
161.6719219,128,0,-1,-3,0,75,176,-199,-199,595,889,175,878,-310,-310,-310,-310,100,0,0,4,9947,9913,9911,12.316,0,100,2000,30,0,-5.825,-10.124,-591,-10788,-10,315,3603,5,11,-20.5,-9.5,21,2,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.18,0.18,6.21,6.17,6.17,6.14,6.19,6.99,5.13,-1,1
161.6746321,128,0,-1,-2,1,75,176,-199,-199,595,889,175,878,-310,-310,-310,-310,100,0,0,4,9948,9914,9912,12.238,0,100,2000,30,0,-6.284,-10.529,515,-11915,-10,304,-405,5,22.5,-16,-9.5,21.5,18.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.06,12.19,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.12,-1,1
161.6882415,128,0,-1,-3,4,76,175,-199,-199,594,885,175,877,-310,-310,-310,-310,100,0,0,4,9946,9912,9911,12.238,0,100,2000,30,0,-6.311,-9.734,758,-10617,-9,295,794,5,11.5,-18.5,-9.5,21.5,5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.21,6.17,6.18,6.15,6.19,6.99,5.12,-1,1
161.7039236,128,0,-1,-3,2,76,175,-199,-199,595,889,174,877,-310,-310,-310,-310,100,0,0,4,9948,9911,9912,12.238,0,100,2000,30,0,-6.226,-8.8,775,-9012,-8,286,934,5,8,-20,-10,20,-2,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.05,0.06,0.18,0.09,0.03,0.03,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.13,-1,1
161.7096819,128,0,-1,-3,0,76,176,-199,-199,595,889,176,878,-310,-310,-310,-310,100,0,0,4,9946,9911,9912,12.238,0,100,2000,30,0,-6.311,-8.035,1135,-7724,-8,278,764,5,8,-16,-10,25,7,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.17,6.15,6.19,6.99,5.13,-1,1
161.7195682,128,0,-1,-2,-1,75,175,-199,-199,595,888,176,877,-310,-310,-310,-310,100,0,0,3,9947,9912,9911,12.261,0,100,2000,30,0,-6.253,-7.242,1206,-6355,-7,271,793,5,9.5,-21.5,-10.5,19.5,-3,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.22,6.17,6.18,6.15,6.19,6.99,5.15,-1,1
161.7351245,128,0,-1,-3,0,76,176,-199,-199,595,889,177,878,-310,-310,-310,-310,100,0,0,4,9948,9912,9912,12.3,0,100,2000,30,0,-6.137,-6.591,1158,-5251,-6,264,650,5,9,-20.5,-10.5,19,-3,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.2,-1,1
161.740681,128,0,-1,-4,2,76,176,-199,-199,595,890,177,877,-310,-310,-310,-310,100,0,0,4,9946,9911,9914,12.339,0,100,2000,30,0,-5.794,-5.999,646,-4246,-5,258,592,5,8.5,-20,-9.5,20,-1,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.2,-1,1
161.7511236,128,0,-1,-3,3,76,175,-199,-199,594,889,177,877,-310,-310,-310,-310,100,0,0,4,9947,9914,9911,12.307,0,100,2000,30,0,-5.967,-6.083,1172,-4596,-6,252,-83,5,11,-21,-7,19.5,2.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.19,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.18,-1,1
161.7671313,128,0,-1,-2,6,76,176,-199,-199,594,890,177,877,-310,-310,-310,-310,100,0,0,4,9946,9911,9911,12.382,0,100,2000,30,0,-5.256,-5.52,-93,-3636,-5,246,562,5,10.5,-18.5,-10,19.5,1.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.19,0.09,0.03,0,0.01,0.01,0,0.03,0.07,0.05,12.19,0.18,6.22,6.17,6.18,6.15,6.19,7,5.14,-1,1
161.770045,128,0,-1,-1,0,76,176,-199,-199,595,890,176,877,-310,-310,-310,-310,100,0,0,4,9948,9912,9912,12.287,0,100,2000,30,0,-5.94,-6.026,1454,-4828,-6,240,-505,5,10,-18.5,-10,22,3.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.18,6.18,6.16,6.19,7,5.2,-1,1
161.7835422,128,0,-1,-3,1,77,177,-199,-199,595,889,177,877,-310,-310,-310,-310,100,0,0,2,9947,9911,9912,12.451,0,100,2000,30,0,-5.138,-4.876,4,-2675,-4,235,1149,5,9.5,-18,-9,22.5,5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.17,0.08,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.22,6.17,6.18,6.15,6.19,6.99,5.21,-1,1
161.7991258,128,0,-2,-3,1,76,176,-199,-199,595,889,177,877,-310,-310,-310,-310,100,0,0,4,9946,9911,9911,12.274,0,100,2000,30,0,-6.168,-6.139,2248,-5385,-6,229,-1262,5,9,-20,-12,19.5,-3.5,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5.14,-1,1
161.8017698,128,0,0,-3,1,77,177,-199,-199,595,889,177,877,-310,-310,-310,-310,100,0,0,4,9946,9912,9914,12.425,0.13,100,2000,30,0,-4.66,-4.174,-628,-1580,-4,225,1964,5,12,-19.5,-7,21.5,7,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.13,-1,1
161.8151292,128,0,-1,-2,0,76,176,-199,-199,595,889,175,878,-310,-310,-310,-310,100,0,0,4,9948,9911,9910,12.251,0,100,2000,30,0,-5.292,-5.062,794,-3509,-5,220,-888,5,12.5,-20,-9,19,2.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.19,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.21,0.18,6.22,6.18,6.18,6.16,6.2,7,5.15,-1,1
161.8311168,128,0,-1,-2,0,77,176,-199,-199,595,889,177,878,-310,-310,-310,-310,100,0,0,4,9947,9912,9913,12.31,0,100,2000,30,0,-5.967,-5.913,2324,-5388,-5,214,-850,5,12,-20,-9,19,2,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.18,6.18,6.16,6.2,7,5.17,-1,1
161.8375492,128,0,-1,-3,1,77,177,-199,-199,594,890,177,878,-310,-310,-310,-310,100,0,0,4,9945,9913,9911,12.362,0,100,2000,30,0,-5.54,-5.406,1636,-4536,-5,209,507,5,12.5,-19,-9.5,23,7,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.19,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.17,-1,1
161.8484326,128,0,-1,-3,0,75,177,-198,-199,595,890,177,877,-310,-310,-310,-310,100,0,0,4,9948,9912,9912,12.356,0,100,2000,30,0,-5.709,-5.66,2146,-5214,-5,203,-254,5,10.5,-19.5,-11,23.5,3.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.18,6.18,6.15,6.19,7,5.15,-1,1
161.8635221,128,0,0,-3,0,77,177,-199,-199,594,889,177,877,-310,-310,-310,-310,100,0,0,4,9947,9911,9911,12.372,0,100,2000,30,0,-5.482,-5.209,1856,-4468,-5,198,450,5,10,-18,-12.5,24,3.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.19,6.22,6.17,6.18,6.15,6.19,6.99,5.12,-1,1
161.8663403,128,0,-1,-2,1,78,177,-199,-199,594,890,178,877,-310,-310,-310,-310,100,0,0,4,9947,9913,9913,12.369,0,100,2000,30,0,-5.567,-5.209,2193,-4624,-5,193,0,5,11.5,-20,-9.5,25.5,7.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.18,6.18,6.16,6.2,7,5.12,-1,1
161.8802492,128,0,-1,-3,2,76,177,-199,-199,595,889,177,878,-310,-310,-310,-310,100,0,0,4,9947,9911,9911,12.376,0,100,2000,30,0,-5.482,-5.209,2188,-4781,-5,187,0,5,12.5,-22.5,-12,22.5,0.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.07,0.06,12.2,0.18,6.22,6.17,6.18,6.15,6.19,7,5.12,-1,1
161.8965845,128,0,-1,-2,0,77,177,-199,-199,594,890,177,878,-310,-310,-310,-310,100,0,0,4,9946,9913,9913,12.382,0,100,2000,30,0,-5.482,-5.04,2352,-4593,-5,182,169,5,14,-22,-11.5,21,1.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0,0.01,0,0,0.03,0.06,0.05,12.17,0.18,6.22,6.17,6.18,6.15,6.19,6.99,5.12,-1,1
161.9038921,128,0,-1,-3,2,78,177,-199,-199,594,890,177,877,-310,-310,-310,-310,100,0,0,2,9947,9911,9911,12.382,0,100,2000,30,0,-5.398,-5.209,2345,-5088,-5,177,-169,5,15,-23,-10.5,22,3.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.18,0.19,6.22,6.17,6.18,6.15,6.19,6.99,5.14,-1,1
161.9118135,128,0,0,-2,0,78,177,-199,-199,594,889,177,878,-310,-310,-310,-310,100,0,0,4,9948,9912,9911,12.398,0.05,100,2000,30,0,-5.425,-5.097,2562,-5017,-5,172,112,5,12.5,-22,-12,22.5,1,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.19,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.18,0.18,6.24,6.15,6.16,6.14,6.17,6.97,5.11,-1,1
161.9276591,128,0,-2,-2,0,78,178,-199,-199,595,889,177,878,-310,-310,-310,-310,100,0,0,4,9946,9912,9912,12.395,3.88,100,2000,30,0,-5.226,-5.042,2320,-5059,-5,167,54,5,10.5,-21,-10,25.5,5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.19,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.19,0.18,6.2,6.15,6.16,6.14,6.18,6.98,5.11,-1,1
161.9304683,128,0,-1,-3,0,79,178,-199,-199,595,889,177,878,-310,-310,-310,-310,100,0,0,5,9947,9912,9911,12.392,3.21,100,2000,30,0,-5.31,-4.366,2649,-3837,-4,163,676,5,10.5,-21,-11,27.5,6,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.2,6.16,6.16,6.14,6.18,6.98,5.13,-1,1
161.9438157,128,0,-1,-2,2,78,177,-199,-199,595,890,177,878,-310,-310,-310,-310,100,0,0,4,9948,9913,9912,12.421,2.22,100,2000,30,0,-5.196,-4.734,2576,-4716,-4,158,-368,5,14,-20.5,-9,26,10.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.18,0.09,0.03,0.02,0,0,0,0.03,0.06,0.05,12.2,0.18,6.21,6.16,6.17,6.15,6.19,6.99,5.14,-1,1
161.9591471,128,0,-1,-2,2,78,179,-199,-199,594,889,178,878,-310,-310,-310,-310,100,0,0,4,9946,9912,9912,12.418,1.34,100,2000,30,0,-5.196,-4.734,2731,-4858,-4,153,0,5,11.5,-19.5,-9,29,12,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.06,12.2,0.18,6.21,6.17,6.18,6.15,6.2,7,5.13,-1,1
161.962682,128,0,-1,-2,1,79,179,-199,-199,594,889,179,879,-310,-310,-310,-310,100,0,0,4,9948,9911,9912,12.379,0.27,100,2000,30,0,-4.972,-4.535,2434,-4596,-4,149,199,5,15,-13.5,-15.5,18,4,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.06,0.19,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.18,6.18,6.16,6.19,7,5.14,-1,1
161.9751509,128,0,0,-3,-1,75,178,-199,-199,594,890,178,878,-310,-310,-310,-310,100,0,0,4,9946,9913,9912,12.33,0,100,2000,30,0,-5.174,-4.756,2992,-5179,-4,144,-220,5,13.5,-30,-10.5,3.5,-23.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.18,6.18,6.16,6.19,7,5.18,-1,1
161.9919765,128,0,-1,-2,0,77,179,-199,-199,595,890,178,877,-310,-310,-310,-310,100,0,0,4,9947,9911,9912,12.372,0,100,2000,30,0,-5.51,-5.435,3829,-6702,-5,138,-679,5,9,-17.5,-5.5,33,19,1023,2047,2047,2047,0.02,0.03,0.03,0.05,0.06,0.07,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.2,0.19,6.22,6.18,6.18,6.16,6.19,7,5.14,-1,1
161.995776,128,9,-1,-3,0,79,179,-199,-199,595,890,177,878,-310,-310,-310,-310,100,0,0,3,9946,9912,9912,12.431,0,100,2000,30,0,-5.111,-4.903,3186,-5784,-4,134,532,5,11.5,-22,-14.5,18,-7,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.07,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.22,6.17,6.18,6.15,6.19,6.99,5.13,-1,1
162.0084181,128,0,-1,-3,2,79,179,-199,-199,594,890,177,878,-310,-310,-310,-310,100,0,0,4,9948,9912,9911,12.415,0,100,2000,30,0,-5.337,-5.099,3798,-6330,-5,128,-196,5,5.5,-20,-14.5,22.5,-6.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.06,0.17,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.22,6.17,6.18,6.15,6.19,7,5.13,-1,1
162.0232346,128,0,-1,-3,1,78,177,-199,-199,595,890,177,878,-310,-310,-310,-310,100,0,0,3,9947,9912,9911,12.438,0,100,2000,30,0,-5.196,-4.734,3671,-5742,-4,124,365,5,12.5,-22.5,-7.5,28,10.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.06,0.07,0.18,0.09,0.03,0.02,0.01,0,0,0.03,0.07,0.05,12.18,0.18,6.21,6.17,6.18,6.15,6.19,6.99,5.13,-1,1
162.0295138,128,0,-1,-3,1,79,179,-199,-199,594,891,178,877,-310,-310,-310,-310,100,0,0,4,9946,9912,9912,12.438,0,100,2000,30,0,-5.054,-4.791,3539,-6000,-4,119,-57,5,14.5,-18,-18,19.5,-2,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.19,0.09,0.03,0.02,0.01,0,0,0.03,0.06,0.05,12.19,0.19,6.21,6.17,6.18,6.15,6.19,6.99,5.12,-1,1
162.0390886,128,12,-1,-4,1,78,179,-199,-199,595,891,177,878,-310,-310,-310,-310,100,0,0,5,9948,9912,9912,12.451,0,100,2000,30,0,-4.97,-4.707,3519,-5972,-4,114,84,5,16.5,-18.5,-14,21,5,1023,2047,2047,2047,0.02,0.02,0.04,0.05,0.06,0.06,0.17,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.2,0.19,6.22,6.17,6.18,6.17,6.18,6.98,5.11,-1,1
162.0554125,128,13,-1,-1,0,78,179,-199,-199,595,891,178,877,-310,-310,-310,-310,100,0,0,4,9946,9912,9912,12.461,0,100,2000,30,0,-4.913,-4.595,3553,-5887,-4,110,111,5,17,-20.5,-9.5,22.5,9.5,1023,2047,2047,2047,0.02,0.03,0.04,0.05,0.05,0.07,0.17,0.09,0.03,0.01,0.01,0,0,0.03,0.06,0.05,12.2,0.18,6.2,6.16,6.17,6.15,6.19,6.99,5.12,-1,1
